produto;fornecedor;produto_nome;categoria;sub_categoria
"JC3\?;7BOH?@:7^2""_,(F+";Fornecedor 90;Produto 12760;Categoria 1;Subcategoria C1.1
J-2TX82,O-#`JKH55E8\K.;Fornecedor 90;Produto 12761;Categoria 1;Subcategoria C1.1
"J$Z=*^P5#$@;A(3'1+_,,(";Fornecedor 205;Produto 12762;Categoria 5;Subcategoria C5.1
"IO)CQG0#%V""5F6`H;Y$<K!";Fornecedor 114;Produto 12763;Categoria 2;Subcategoria C2.2
"PL+\CW=7""Q@/!&A!-G*%W#";Fornecedor 52;Produto 12764;Categoria 5;Subcategoria C5.1
"EMD^+COD5BS-S3?QZO:!""#";Fornecedor 122;Produto 12765;Categoria 5;Subcategoria C5.3
KAF4V55%G0#TI-FG19,ZQ*;Fornecedor 198;Produto 12766;Categoria 5;Subcategoria C5.3
KANF.7C\9V,TI?Y+%YCI`,;Fornecedor 198;Produto 12767;Categoria 5;Subcategoria C5.3
L+?6C%VN)R1(G:(NO5A-Z*;Fornecedor 198;Produto 12768;Categoria 5;Subcategoria C5.3
"LK!\OBN\-?3Q'F8"")K';Q!";Fornecedor 53;Produto 12769;Categoria 5;Subcategoria C5.1
"L-.DH7J0?)=1\\DCT`""%@)";Fornecedor 207;Produto 12770;Categoria 5;Subcategoria C5.1
"FJC8C`X^3ZXT/?&M^""3.T.";Fornecedor 26;Produto 12771;Categoria 2;Subcategoria C2.2
P57[M=(<H5/](8@69BY]=-;Fornecedor 27;Produto 12772;Categoria 2;Subcategoria C2.2
"F0I(L9T=\AO4;0'=ALUA3&";Fornecedor 26;Produto 12773;Categoria 2;Subcategoria C2.2
PLS6=^CK`M0/!@!W.&`Q3%;Fornecedor 53;Produto 12774;Categoria 5;Subcategoria C5.1
C`.WO&?[1U&E,%<'DP-IY$;Fornecedor 206;Produto 12775;Categoria 5;Subcategoria C5.1
"CB;.FPJ5,Q#%!,.&S'-X5)";Fornecedor 77;Produto 12776;Categoria 5;Subcategoria C5.1
FQ]FH4F:&[,P1,%H^HCB.$;Fornecedor 49;Produto 12777;Categoria 5;Subcategoria C5.1
FNL$DG4X0#YTF54S.7+9'*;Fornecedor 95;Produto 12778;Categoria 2;Subcategoria C2.2
O5OZGLI+0@VG@0Q9YL@?X);Fornecedor 198;Produto 12779;Categoria 5;Subcategoria C5.3
OOIY<(^R0*S'0$4HT%SHM/;Fornecedor 198;Produto 12780;Categoria 5;Subcategoria C5.3
"I?5?`3VH""U[5""$$HF+9KY$";Fornecedor 26;Produto 12781;Categoria 2;Subcategoria C2.2
"FN$JJ@.D2&)TF#!/;WSIX'";Fornecedor 93;Produto 12782;Categoria 2;Subcategoria C2.2
FRUPD.PQ-,YT]+BY>K#D:%;Fornecedor 193;Produto 12783;Categoria 2;Subcategoria C2.2
"P.0C&V[MWCMOU:T@A;JZ?!";Fornecedor 205;Produto 12784;Categoria 5;Subcategoria C5.1
PPTP%DQM*1'/J7@,+2PWQ';Fornecedor 60;Produto 12785;Categoria 5;Subcategoria C5.1
"FR=Z;*&,U:<T]5H,$,]5;(";Fornecedor 193;Produto 12786;Categoria 2;Subcategoria C2.2
H:^NN&7'E5J*6=._CQ,NR%;Fornecedor 198;Produto 12787;Categoria 5;Subcategoria C5.3
"HT`0^NI?O3]JALAHV\;WP'";Fornecedor 198;Produto 12788;Categoria 5;Subcategoria C5.3
"LMSAV&PSD"";HRI;7""AP6X,";Fornecedor 198;Produto 12789;Categoria 5;Subcategoria C5.3
"FR-6K'J=//)T]Y.5K+L4""(";Fornecedor 193;Produto 12790;Categoria 2;Subcategoria C2.2
"FRU?B#`WV=LT]['7""M'I^&";Fornecedor 193;Produto 12791;Categoria 2;Subcategoria C2.2
"F8+T;?7%%1V4))B^]6[=`)";Fornecedor 27;Produto 12792;Categoria 2;Subcategoria C2.2
IC>+![1B_][5K-VA6W@`O$;Fornecedor 27;Produto 12793;Categoria 2;Subcategoria C2.2
"L!+%M;10JQL1=?E9CO7$M%";Fornecedor 59;Produto 12794;Categoria 5;Subcategoria C5.1
"LOJP1/""36_YQPW7-'6M-L%";Fornecedor 59;Produto 12795;Categoria 5;Subcategoria C5.1
IC6YHY#K,8R5K#P.Q6GNE&;Fornecedor 95;Produto 12796;Categoria 2;Subcategoria C2.2
FV&>[KIHF,VT4$I!&A7C@$;Fornecedor 32;Produto 12797;Categoria 2;Subcategoria C2.2
IC&5XVG\F,?5KG67866M,&;Fornecedor 98;Produto 12798;Categoria 2;Subcategoria C2.2
"H6%G>B7\-8]*MGHK^&X\0""";Fornecedor 198;Produto 12799;Categoria 5;Subcategoria C5.3
H65+/ESJSC0*M+/TE&G[W!;Fornecedor 198;Produto 12800;Categoria 5;Subcategoria C5.3
"H6]4&A)%;RS*MEOIGE<H4#";Fornecedor 198;Produto 12801;Categoria 5;Subcategoria C5.3
"IY/OWZZ):-%U[]Y;"">]58#";Fornecedor 32;Produto 12802;Categoria 2;Subcategoria C2.2
F:??_>2\4_1TS]!#PR3EL(;Fornecedor 116;Produto 12803;Categoria 2;Subcategoria C2.2
"I7+97'-M[(%5P""S8Z3APN-";Fornecedor 116;Produto 12804;Categoria 2;Subcategoria C2.2
"I<715]D`@O`&O&]M*,<8=""";Fornecedor 77;Produto 12805;Categoria 5;Subcategoria C5.1
L!37%=?'=7V1=QX]6/OS[';Fornecedor 57;Produto 12806;Categoria 5;Subcategoria C5.1
O*H\3=@*PUV:\$^ZO$SHO&;Fornecedor 57;Produto 12807;Categoria 5;Subcategoria C5.1
"M^0+""?Q@,Y%I4>PQ$$/6_,";Fornecedor 96;Produto 12808;Categoria 2;Subcategoria C2.2
M^(YI=CI93\I4,=-1DW&G/;Fornecedor 96;Produto 12809;Categoria 2;Subcategoria C2.2
"I]0X=582-""OUDE^.BKQ`C""";Fornecedor 97;Produto 12810;Categoria 2;Subcategoria C2.2
"I^#""OW8Q]PPFCE6@$AU?0.";Fornecedor 201;Produto 12811;Categoria 5;Subcategoria C5.1
MDNQ3\6E-29)@U0LE.\\!#;Fornecedor 95;Produto 12812;Categoria 2;Subcategoria C2.2
"MD>-CYZVG&&)@9WT,.K[H""";Fornecedor 26;Produto 12813;Categoria 2;Subcategoria C2.2
MD6[*XL_T@\)@'D09N3L0%;Fornecedor 93;Produto 12814;Categoria 2;Subcategoria C2.2
MDN@1QFKV1C)@EV))0`AO/;Fornecedor 96;Produto 12815;Categoria 2;Subcategoria C2.2
F85#P`-%H(&^L`\#4KAV^+;Fornecedor 26;Produto 12816;Categoria 2;Subcategoria C2.2
JJE[LCR-R=3[F=YBOQ/TY&;Fornecedor 204;Produto 12817;Categoria 5;Subcategoria C5.1
"MPDCO?ZG7OB2>JN;PUZ-+.";Fornecedor 10;Produto 12818;Categoria 1;Subcategoria C1.1
"M.XR5E&WZMRR[2Z':V;*K.";Fornecedor 10;Produto 12819;Categoria 1;Subcategoria C1.1
"M&>9^@Q&EDUR-H7]0O&I*""";Fornecedor 10;Produto 12820;Categoria 1;Subcategoria C1.1
"MDYZ\G+-[(/29KK1GX`+""'";Fornecedor 10;Produto 12821;Categoria 1;Subcategoria C1.1
ML[=+HV7X.&2'L3$2BD%J#;Fornecedor 10;Produto 12822;Categoria 1;Subcategoria C1.1
"M&N;J-M!=!&R-$QTIO7JC""";Fornecedor 10;Produto 12823;Categoria 1;Subcategoria C1.1
"AM1V:)$FBGO&>L4:R0?O\""";Fornecedor 23;Produto 12824;Categoria 2;Subcategoria C2.2
A+=$K8RWI`KF25T?1&R(Z,;Fornecedor 27;Produto 12825;Categoria 2;Subcategoria C2.2
MLS<UQ8:<IR2'.!+B`WO4$;Fornecedor 10;Produto 12826;Categoria 1;Subcategoria C1.1
"ML#!FTT(""U%2'J:""[`(QM$";Fornecedor 10;Produto 12827;Categoria 1;Subcategoria C1.1
"AI(Y77XR.PB&UR\""?C35B!";Fornecedor 27;Produto 12828;Categoria 2;Subcategoria C2.2
"I:_$UX3M<.@B^A5V%%9""]""";Fornecedor 214;Produto 12829;Categoria 7;Subcategoria C7.1
PEJ,0S0K%O9[8/V@T$,,`);Fornecedor 65;Produto 12830;Categoria 7;Subcategoria C7.3
F[(QB&VJK:V,7S=O,(F:F$;Fornecedor 99;Produto 12831;Categoria 7;Subcategoria C7.1
F,8*3Q*M,SE4$(FR=XEGQ(;Fornecedor 97;Produto 12832;Categoria 2;Subcategoria C2.2
M.(7&HBE@Y%R[N3_RVL+$/;Fornecedor 10;Produto 12833;Categoria 1;Subcategoria C1.1
M.0I>IP<3?/R[<`:_65<U,;Fornecedor 10;Produto 12834;Categoria 1;Subcategoria C1.1
"J,RCE8NA#(=;;T%$;'+^>#";Fornecedor 57;Produto 12835;Categoria 5;Subcategoria C5.1
"P""=[4%M#.81]G*BF^4$L-.";Fornecedor 4;Produto 12836;Categoria 1;Subcategoria C1.1
M5W3!+C\9L]DZ3*6P^C99/;Fornecedor 199;Produto 12837;Categoria 5;Subcategoria C5.1
C60!N&B_@B7GIOBL:D2KW-;Fornecedor 4;Produto 12838;Categoria 1;Subcategoria C1.1
"I:/IE[O;"":SB^%\^L$(A:'";Fornecedor 186;Produto 12839;Categoria 7;Subcategoria C7.1
"I&Q^=0O5L3.J^O[N+*B;1/";Fornecedor 25;Produto 12840;Categoria 1;Subcategoria C1.1
"M.XA3:6]CM\R[""@E]W?O8+";Fornecedor 10;Produto 12841;Categoria 1;Subcategoria C1.1
M:S_X?1`\?9R`M6)\SF--&;Fornecedor 14;Produto 12842;Categoria 1;Subcategoria C1.1
"M:[11A?WO%CR`;#E(4/>^#";Fornecedor 14;Produto 12843;Categoria 1;Subcategoria C1.1
"IP_KI;VGH$[*/P9+4OZ+,!";Fornecedor 25;Produto 12844;Categoria 1;Subcategoria C1.1
"I2;U`_:]B*\/%188O[,ZF.";Fornecedor 97;Produto 12845;Categoria 2;Subcategoria C2.2
"P""U/9SVUXL4]G4HYCU]]7,";Fornecedor 4;Produto 12846;Categoria 1;Subcategoria C1.1
PL3A5!:V:7K=*$$!ERVY.#;Fornecedor 4;Produto 12847;Categoria 1;Subcategoria C1.1
P@(!$/CX)(^=%]SE-V>:!(;Fornecedor 4;Produto 12848;Categoria 1;Subcategoria C1.1
"C6P)/,:<LY]GIG5;,ETMI.";Fornecedor 4;Produto 12849;Categoria 1;Subcategoria C1.1
"M,""M:.V4Y)A)J)7;67FIM*";Fornecedor 27;Produto 12850;Categoria 2;Subcategoria C2.2
"ILN^2^\P/$^*X[$';\=U^/";Fornecedor 25;Produto 12851;Categoria 1;Subcategoria C1.1
"PV1Y^\52/L*]B#2+G8L,`""";Fornecedor 25;Produto 12852;Categoria 1;Subcategoria C1.1
"F:B9BU;N(LS36<Z]5I:@@&";Fornecedor 65;Produto 12853;Categoria 7;Subcategoria C7.3
PLK7>%$<S((=*.*4*3P+9!;Fornecedor 4;Produto 12854;Categoria 1;Subcategoria C1.1
PE<_H4=`(^H),S79\9J^U0;Fornecedor 4;Produto 12855;Categoria 1;Subcategoria C1.1
"P3LU:Z!;X16I%_@Q+,F8C!";Fornecedor 4;Produto 12856;Categoria 1;Subcategoria C1.1
CO]WZ#.C-=(T(>Z(NMA%:*;Fornecedor 27;Produto 12857;Categoria 2;Subcategoria C2.2
IL^`^JXK'SW*X7>^S\NV70;Fornecedor 25;Produto 12858;Categoria 1;Subcategoria C1.1
PLSIV&23F`Z=*\VO6S8<*/;Fornecedor 4;Produto 12859;Categoria 1;Subcategoria C1.1
C>2U^1]#UH$G7`D!B,R?[(;Fornecedor 5;Produto 12860;Categoria 1;Subcategoria C1.1
"PE,*V&18,$)),'D_&;=B*-";Fornecedor 4;Produto 12861;Categoria 1;Subcategoria C1.1
C[P\-+U1</9I3--\A*FH0/;Fornecedor 42;Produto 12862;Categoria 2;Subcategoria C2.2
CWWT]FU&%2LI\R8MJV^>6$;Fornecedor 42;Produto 12863;Categoria 2;Subcategoria C2.2
"I*!<I[%--!_/7FU-FTW8&""";Fornecedor 93;Produto 12864;Categoria 2;Subcategoria C2.2
"I*Y)1ZW5:;U/7X(R94/(5$";Fornecedor 93;Produto 12865;Categoria 2;Subcategoria C2.2
PZ:E_CQ+,U*]YY?1WLDW)#;Fornecedor 25;Produto 12866;Categoria 1;Subcategoria C1.1
"F(I`4C1H!_[^(0N)O;)PW/";Fornecedor 249;Produto 12867;Categoria 2;Subcategoria C2.2
"CP""_,L8I%57'>T;I2:V%.(";Fornecedor 4;Produto 12868;Categoria 1;Subcategoria C1.1
CP*1EMF@XZ@'>B(%?Z>VU*;Fornecedor 4;Produto 12869;Categoria 1;Subcategoria C1.1
IP'M_14E$\W*/.L$$1G!K+;Fornecedor 25;Produto 12870;Categoria 1;Subcategoria C1.1
DN,Q/Z_^(@/]TL<MZ`^%/#;Fornecedor 97;Produto 12871;Categoria 2;Subcategoria C2.2
C3/?^(.J4')=_*HP8A9`O);Fornecedor 95;Produto 12872;Categoria 2;Subcategoria C2.2
CQB_F9*S.TE]*$VQ)*:1=0;Fornecedor 95;Produto 12873;Categoria 2;Subcategoria C2.2
"CQ:M.8\[;.<]*RB-6J""""%#";Fornecedor 32;Produto 12874;Categoria 2;Subcategoria C2.2
P<G>ZC=9T-A=N\?,8!M]C.;Fornecedor 25;Produto 12875;Categoria 1;Subcategoria C1.1
"MS@;B^,S,SOA$$9&3?T^E!";Fornecedor 65;Produto 12876;Categoria 7;Subcategoria C7.3
"MN;7L-^]?-V=<&2Z=TMCP/";Fornecedor 328;Produto 12877;Categoria 1;Subcategoria C1.1
CP2C]NT7K@J'>0U@K:''G(;Fornecedor 4;Produto 12878;Categoria 1;Subcategoria C1.1
D`4QF8%*R]^=N*YI]22/+&;Fornecedor 262;Produto 12879;Categoria 2;Subcategoria C2.2
DB!1^')!X0B]YSL(2]6E<.;Fornecedor 95;Produto 12880;Categoria 2;Subcategoria C2.2
"FF\/[H=WD]+>]JLN(T[""?%";Fornecedor 26;Produto 12881;Categoria 2;Subcategoria C2.2
"C7HOOR%2W;<=6MI0>T>GN(";Fornecedor 97;Produto 12882;Categoria 2;Subcategoria C2.2
"CU;8Y(ZW\??]A>J``=![-0";Fornecedor 97;Produto 12883;Categoria 2;Subcategoria C2.2
PZ:V!OA%CC7]Y)ZS3K@2<&;Fornecedor 25;Produto 12884;Categoria 1;Subcategoria C1.1
"P^CB""6]^?L7]0`'ZC_8=O!";Fornecedor 4;Produto 12885;Categoria 1;Subcategoria C1.1
D$N?3L<^FC/=7X1L4^(#?*;Fornecedor 116;Produto 12886;Categoria 2;Subcategoria C2.2
"DF:AOQ`H:EU]BA%+IH-9P""";Fornecedor 125;Produto 12887;Categoria 2;Subcategoria C2.2
F,*2<#G-`*,^QOEK`I?=U/;Fornecedor 249;Produto 12888;Categoria 2;Subcategoria C2.2
"CU+T(&>)74,]A""1)H=PYT/";Fornecedor 26;Produto 12889;Categoria 2;Subcategoria C2.2
P*O363DV'J1]5W]R>]TAJ);Fornecedor 4;Produto 12890;Categoria 1;Subcategoria C1.1
FI05\J,.H(:LG_Z@1O3QG#;Fornecedor 211;Produto 12891;Categoria 7;Subcategoria C7.1
"M):1Q_#2:H""!G9482]WM)""";Fornecedor 65;Produto 12892;Categoria 7;Subcategoria C7.3
"DXB0$%6ZL48=<O'E/\D':""";Fornecedor 126;Produto 12893;Categoria 2;Subcategoria C2.2
"D:?4,WU?8AE]G\A,+F8\;%";Fornecedor 116;Produto 12894;Categoria 2;Subcategoria C2.2
D:W*5[?%QDK]G.UP^%PKJ';Fornecedor 32;Produto 12895;Categoria 2;Subcategoria C2.2
"D:/?9IIW;G%]GH5F`DE8')";Fornecedor 32;Produto 12896;Categoria 2;Subcategoria C2.2
FIXOUQ2BF%*LG5`(S1BIX.;Fornecedor 211;Produto 12897;Categoria 7;Subcategoria C7.1
F/>7=%6D#6:,<$T=)EW+^-;Fornecedor 213;Produto 12898;Categoria 7;Subcategoria C7.1
CX\@%VEVFUZ',7QB-BMI@%;Fornecedor 5;Produto 12899;Categoria 1;Subcategoria C1.1
IX1$KIM:B6[*]<U7T7K!I,;Fornecedor 25;Produto 12900;Categoria 1;Subcategoria C1.1
"P^#KC;U;K#^]0XZH5`Z?A""";Fornecedor 4;Produto 12901;Categoria 1;Subcategoria C1.1
CTKSN8L_-U]'UB<>4O033$;Fornecedor 4;Produto 12902;Categoria 1;Subcategoria C1.1
"D:7QQJWN.-/]G6""""-%.IX&";Fornecedor 93;Produto 12903;Categoria 2;Subcategoria C2.2
"AQ:19EOE(""C&'&AV^ZB_[*";Fornecedor 23;Produto 12904;Categoria 2;Subcategoria C2.2
A3WN$HWA6XUFD6%O]]I#%$;Fornecedor 32;Produto 12905;Categoria 2;Subcategoria C2.2
A37WEMO^A/<FD>2`+]'!3#;Fornecedor 32;Produto 12906;Categoria 2;Subcategoria C2.2
F`N-:.4A)P+^V2/^PF(>E&;Fornecedor 23;Produto 12907;Categoria 2;Subcategoria C2.2
F>R:4GDUT_A>KYU!YZ_BF!;Fornecedor 23;Produto 12908;Categoria 2;Subcategoria C2.2
"J@'*@7.;;#!;HN&XO""K9</";Fornecedor 54;Produto 12909;Categoria 5;Subcategoria C5.1
IB6A]`P1FV&J8!?%WB4W\';Fornecedor 5;Produto 12910;Categoria 1;Subcategoria C1.1
"MHRQ*!;>[%&2PU%^!.L:@#";Fornecedor 5;Produto 12911;Categoria 1;Subcategoria C1.1
"AU[$E;E^T\U&P1,R%(&IN)";Fornecedor 96;Produto 12912;Categoria 2;Subcategoria C2.2
P]&BV8#=3&ORW_@^*`K)?#;Fornecedor 42;Produto 12913;Categoria 2;Subcategoria C2.2
"FM9!]1H'E1:L0)M:!;;F4(";Fornecedor 213;Produto 12914;Categoria 7;Subcategoria C7.1
"FM!<V8N;C.*L0?R""C]I>E#";Fornecedor 209;Produto 12915;Categoria 7;Subcategoria C7.1
AU+I5>!M:()&PURZL'UG5);Fornecedor 95;Produto 12916;Categoria 2;Subcategoria C2.2
AU#7]<SUGB_&P'&?@G,7D+;Fornecedor 95;Produto 12917;Categoria 2;Subcategoria C2.2
"F$8""\ZGW10R^?THK+0JKR-";Fornecedor 27;Produto 12918;Categoria 2;Subcategoria C2.2
M&NLL8=[S!\R-4+7&N3E_0;Fornecedor 10;Produto 12919;Categoria 1;Subcategoria C1.1
"M&V^$:KRFG%R-""XR2.\5G#";Fornecedor 10;Produto 12920;Categoria 1;Subcategoria C1.1
M295?0,60H/R23.A/K-G((;Fornecedor 10;Produto 12921;Categoria 1;Subcategoria C1.1
"F2\>""M""([.E3PCI*/N90#""";Fornecedor 65;Produto 12922;Categoria 7;Subcategoria C7.3
M&.U->58_8BR-,^%XNUGQ!;Fornecedor 10;Produto 12923;Categoria 1;Subcategoria C1.1
"A'$TYNZ/':OFIG;=Z:[4F(";Fornecedor 262;Produto 12924;Categoria 2;Subcategoria C2.2
JR7+-LQC@&$[</9L`X?55%;Fornecedor 53;Produto 12925;Categoria 5;Subcategoria C5.1
JR?=EM_:3^V[<AL0T8W$D';Fornecedor 53;Produto 12926;Categoria 5;Subcategoria C5.1
"J4$KD;U:F9G;1>8\=/]!V-";Fornecedor 205;Produto 12927;Categoria 5;Subcategoria C5.1
IB)+>%]HCZ6BL@$G9-AGH0;Fornecedor 2;Produto 12928;Categoria 7;Subcategoria C7.1
AUC]9,+?%+C&P/3PNFJ4R*;Fornecedor 32;Produto 12929;Categoria 2;Subcategoria C2.2
C?*LA#9S6YO=$V>47=@^M/;Fornecedor 27;Produto 12930;Categoria 2;Subcategoria C2.2
C]E>B5CS#,6]/YRHMF:!<);Fornecedor 23;Produto 12931;Categoria 2;Subcategoria C2.2
"NVWY$.!;^!>A[2EHT8#B-$";Fornecedor 127;Produto 12932;Categoria 5;Subcategoria C5.3
"K+6]_CT]PG@AYG>(;SV%6""";Fornecedor 127;Produto 12933;Categoria 5;Subcategoria C5.3
"K+F0N;@R_$GAY+%1""SE$]!";Fornecedor 132;Produto 12934;Categoria 5;Subcategoria C5.3
F'DUD[(7BUV,NIKU<<>%P$;Fornecedor 282;Produto 12935;Categoria 7;Subcategoria C7.1
K+6L]8$$:Y3AYWXJWQR@H%;Fornecedor 132;Produto 12936;Categoria 5;Subcategoria C5.3
"FE_6C""C=X90LBF7A&3D""""+";Fornecedor 213;Produto 12937;Categoria 7;Subcategoria C7.1
"FEORR_&O2.]LB""Q8?3U#;+";Fornecedor 283;Produto 12938;Categoria 7;Subcategoria C7.1
"AU$_-Y;W/82K0T8!>G]>C(";Fornecedor 128;Produto 12939;Categoria 5;Subcategoria C5.3
N'SCJP(COCI>S/Y-0>[2+0;Fornecedor 318;Produto 12940;Categoria 5;Subcategoria C5.3
AUL(%UQ1WFUK0J2NX&$-9*;Fornecedor 128;Produto 12941;Categoria 5;Subcategoria C5.3
MCO!I=PH$[Q?%<#:ONZ9K!;Fornecedor 87;Produto 12942;Categoria 1;Subcategoria C1.1
A.72JJ72AH'/*`]\25A^B#;Fornecedor 122;Produto 12943;Categoria 5;Subcategoria C5.3
"FE??$(;Z#QVLBNDR42""`/*";Fornecedor 213;Produto 12944;Categoria 7;Subcategoria C7.1
A#,4ZFC&8D^+DHDL:.DI[(;Fornecedor 128;Produto 12945;Categoria 5;Subcategoria C5.3
DS7[%2BQQ+]MOK%`&/*@O(;Fornecedor 131;Produto 12946;Categoria 5;Subcategoria C5.3
A@4B^8!!0DP7D(DQ(&8]%(;Fornecedor 133;Produto 12947;Categoria 5;Subcategoria C5.3
A@$^-6E2J8=7DD]HA&I^>(;Fornecedor 133;Produto 12948;Categoria 5;Subcategoria C5.3
A@,_C,#0&0:7DJ1X8DK'G-;Fornecedor 133;Produto 12949;Categoria 5;Subcategoria C5.3
DJ#$F.D!9_.'>>\AXZ2&A.;Fornecedor 233;Produto 12950;Categoria 1;Subcategoria C1.1
"E""WH:^*?<U'<<]Q._T`>Z%";Fornecedor 13;Produto 12951;Categoria 1;Subcategoria C1.1
"E""'-+!G-""!;<<IEHTS-;O$";Fornecedor 13;Produto 12952;Categoria 1;Subcategoria C1.1
"A""1F&+AF[""GW8?P2T;3'K$";Fornecedor 133;Produto 12953;Categoria 5;Subcategoria C5.3
AD=.__<Z,MP7-26KXQ?RR,;Fornecedor 133;Produto 12954;Categoria 5;Subcategoria C5.3
"BV+&_]OI#83`D`U&JS=;X)";Fornecedor 198;Produto 12955;Categoria 5;Subcategoria C5.3
BV[0,PC!'>S`DLI@?RJ7M(;Fornecedor 198;Produto 12956;Categoria 5;Subcategoria C5.3
NSA[R6OBC%)>D'RQ?ZH5D0;Fornecedor 134;Produto 12957;Categoria 5;Subcategoria C5.3
"NE""P]D]M""(`^JQB&KGSIL!";Fornecedor 129;Produto 12958;Categoria 5;Subcategoria C5.3
AVE]33R+?<3W!%\#]'L=Z$;Fornecedor 135;Produto 775;Categoria 5;Subcategoria C5.3
A?`F*DW9TS]QD@(5TN*0_+;Fornecedor 6;Produto 12959;Categoria 1;Subcategoria C1.1
"AZ^\""RYYJ"":WJ""OHPQ>L@,";Fornecedor 135;Produto 12960;Categoria 5;Subcategoria C5.3
"NEV.@SX#M6F^^LM7H&K""6+";Fornecedor 133;Produto 12961;Categoria 5;Subcategoria C5.3
"AIQ,D%7"",C;K=2`]9B,Y'$";Fornecedor 130;Produto 12962;Categoria 5;Subcategoria C5.3
"A_J""S&.A98N+[$2]H#G'R""";Fornecedor 135;Produto 12963;Categoria 5;Subcategoria C5.3
AAO83Z[]W<NKO)+Z@Y*B(-;Fornecedor 132;Produto 12964;Categoria 5;Subcategoria C5.3
O+!_\6D1^66HGL[B?!&7X';Fornecedor 118;Produto 12965;Categoria 7;Subcategoria C7.1
"AUYM;P>R87=1"";GE1/#<W)";Fornecedor 6;Produto 12966;Categoria 1;Subcategoria C1.1
N$?72!!'2EP!K(!Y&3Q?($;Fornecedor 135;Produto 12967;Categoria 5;Subcategoria C5.3
"NF[C[X8));-A??-:RHL)W+";Fornecedor 135;Produto 12968;Categoria 5;Subcategoria C5.3
"N(`Y;L&FG?-!4D&7J>0D-&";Fornecedor 135;Produto 12969;Categoria 5;Subcategoria C5.3
E=<$K_26A#'3H*?NRLCK]$;Fornecedor 198;Produto 12970;Categoria 5;Subcategoria C5.3
"E=L79W^*P@-3HN%W9L2*;)";Fornecedor 198;Produto 12971;Categoria 5;Subcategoria C5.3
"E=TIQX,""C&73H`8;-,J9S&";Fornecedor 198;Produto 12972;Categoria 5;Subcategoria C5.3
EW>5X<UT43-S705AAE-$+(;Fornecedor 198;Produto 12973;Categoria 5;Subcategoria C5.3
E9CK80C1S7-3C+<DIOIIT-;Fornecedor 198;Produto 12974;Categoria 5;Subcategoria C5.3
OM5*08>69G?(SS![C-WBH*;Fornecedor 205;Produto 12975;Categoria 7;Subcategoria C7.1
O/JS>#XG&W\H^:\7A6@D]#;Fornecedor 22;Produto 12976;Categoria 7;Subcategoria C7.1
"G6/Z""U]O#1J6-""*.JTES+0";Fornecedor 127;Produto 12977;Categoria 5;Subcategoria C5.3
"GH?,R41R?4CV!3""@>L>TH'";Fornecedor 127;Produto 12978;Categoria 5;Subcategoria C5.3
GHWQX-+>A7SV!MB5@+4A%);Fornecedor 127;Produto 12979;Categoria 5;Subcategoria C5.3
"NJ,1262`A;*A(?Y`\SZL9""";Fornecedor 135;Produto 12980;Categoria 5;Subcategoria C5.3
EVXJ,88M!)OI=`ZMREG&30;Fornecedor 270;Produto 12981;Categoria 7;Subcategoria C7.1
NJ$_Y4$)OU`A(Y9V^2P9V#;Fornecedor 135;Produto 12982;Categoria 5;Subcategoria C5.3
AA'^9SUIY?^KOCKOB8`.E.;Fornecedor 135;Produto 12983;Categoria 5;Subcategoria C5.3
FPX=(3E%)JC^]C^0#GD*>!;Fornecedor 301;Produto 12984;Categoria 5;Subcategoria C5.3
"D_%""CX>Q5N-8SMB%7%JX!!";Fornecedor 300;Produto 12985;Categoria 5;Subcategoria C5.3
"NB:!R-3JS@PA:J0C.,L9X""";Fornecedor 127;Produto 12986;Categoria 5;Subcategoria C5.3
N4SCD:3^?]=!'.LK\B?'W);Fornecedor 127;Produto 12987;Categoria 5;Subcategoria C5.3
N4C_S7W/ZQ*!'J%C5CP(0*;Fornecedor 127;Produto 12988;Categoria 5;Subcategoria C5.3
"N4;M;6I8',!!'$F87""FUL+";Fornecedor 127;Produto 12989;Categoria 5;Subcategoria C5.3
C<HJG=9W)NE^8<6._`)4,(;Fornecedor 198;Produto 12990;Categoria 5;Subcategoria C5.3
C^[MC#!S_=ZO[RIX::77(/;Fornecedor 136;Produto 12991;Categoria 5;Subcategoria C5.3
"B?@7\R*`PE""7PFN\^,R'I(";Fornecedor 137;Produto 12992;Categoria 5;Subcategoria C5.3
"B?8%DQ\(^_X7P4;8+M:8:&";Fornecedor 137;Produto 12993;Categoria 5;Subcategoria C5.3
BYR,Z2)-*!<W20VT(LHZ7*;Fornecedor 137;Produto 12994;Categoria 5;Subcategoria C5.3
"BUI@YKM3-X;WI&$[8`@%K%";Fornecedor 137;Produto 12995;Categoria 5;Subcategoria C5.3
"BY25;8!J58""W28#&7K&XE)";Fornecedor 137;Produto 12996;Categoria 5;Subcategoria C5.3
P>UD>#7(2>'&CEN'F2O7_,;Fornecedor 137;Produto 12997;Categoria 5;Subcategoria C5.3
BYB7'%]D-U2W2<U)%N]@>';Fornecedor 137;Produto 12998;Categoria 5;Subcategoria C5.3
B7^:*BW>1(O7>OC`WUS>H/;Fornecedor 137;Produto 12999;Categoria 5;Subcategoria C5.3
NR)!KDU/V0IB:8JEC0>=+(;Fornecedor 122;Produto 13000;Categoria 5;Subcategoria C5.3
K?I)>M(L?F:8'9\Y2=Q-8/;Fornecedor 137;Produto 13001;Categoria 5;Subcategoria C5.3
